Mouse gene name	Gene name
Lrrc52	LRRC52
	AL356441.2
	AL356441.1
Mgst3	MGST3
	ALDH9A1
	Y_RNA
	AL451074.3
	AL451074.2
	AL451074.1
	AL451074.5
Tmco1	TMCO1
	TMCO1-AS1
	AL451074.4
Uck2	UCK2
	AL358115.1
	MIR3658
	AL606495.1
	RPS3AP10
	RNA5SP64
Fam78b	FAM78B
	FAM78B-AS1
	AL596087.3
	MIR921
	AL596087.2
	AL596087.1
	AL583804.1
	FMO7P
	LINC01675
	FMO8P
	FMO9P
	FMO10P
	RPL4P2
	FMO11P
	CNN2P10
Pogk	POGK
Tada1	TADA1
	DUTP6
Ildr2	ILDR2
Mael	MAEL
	RNA5SP65
	AL158837.1
Gpa33	GPA33
Dusp27	STYXL2
	AL451050.1
	LINC01363
	AL451050.2
Pou2f1	POU2F1
	AL136984.1
Cd247	CD247
	AL359962.3
	AL359962.1
	AL359962.2
	AKR1D1P1
Creg1	CREG1
	AL031733.1
	AL031733.2
Rcsd1	RCSD1
Mpzl1	MPZL1
Adcy10	ADCY10
	Z99943.2
	Z99943.1
Mpc2	MPC2
Dcaf6	DCAF6
	MIR1255B2
	GCSHP5
Gpr161	GPR161
Tiprl	TIPRL
	RPL34P1
	AL021397.1
Sft2d2	SFT2D2
	ANKRD36BP1
	RNU6-1310P
Tbx19	TBX19
	AL022100.1
	MIR557
	AL023755.1
	AL022100.2
	QRSL1P1
Xcl1	XCL2
	AL031736.1
Xcl1	XCL1
	AL031736.2
Dpt	DPT
	AL135926.1
	AL031275.1
	LINC00626
	SUMO1P2
	AL135926.2
	LINC00970
	RPL29P7
	AL031726.2
	RNA5SP66
	AL031726.1
Atp1b1	ATP1B1
Nme7	NME7
	Z99758.1
Blzf1	BLZF1
Ccdc181	CCDC181
Slc19a2	SLC19A2
	AC012462.3
	AC012462.1
	AC012462.2
	AL021068.1
	AC012668.2
	Z99572.1
	AC012668.3
F5	F5
	AC012668.1
	LINC00607
Selp	SELP
	LINC01614
	AC093850.1
	AC122136.1
	AC093382.1
Mreg	MREG
Pecr	PECR
BC055324	C1orf112
Tmem169	TMEM169
Xrcc5	XRCC5
Sell	SELL
	POLHP1
	AC012513.2
	AC012513.3
	LINC01963
Sele	SELE
Marchf4	MARCHF4
	AC012513.1
	AC069155.1
	Y_RNA
	SMARCAL1-AS1
Smarcal1	SMARCAL1
	AL021940.1
Mettl18	METTL18
Scyl3	SCYL3
	RN7SL333P
	AL031297.1
Kifap3	KIFAP3
	RPL37A-DT
	AC098820.1
Rpl37a	RPL37A
	RN7SL269P
	MRPS10P1
	AL356475.1
	SIGLEC30P
Mettl11b	METTL11B
	LINC01280
	AC073321.1
	MIR3119-1
	MIR3119-2
	LINC01681
	PSMB3P2
Igfbp2	IGFBP2
	ISCUP1
	LINC01142
	HAUS4P1
	GORAB-AS1
Gorab	GORAB
Igfbp5	IGFBP5
	AL162399.1
	AC007563.2
	AL023495.1
	RPL31P14
Prrx1	PRRX1
	RNA5SP120
	AC007563.1
	FABP5P14
	AC007563.3
	AC007557.2
Tnp1	TNP1
	LINC01921
	AC007557.4
	AC007557.1
	AC007557.3
	AC007749.1
	Z97200.1
	AC007749.2
	BX284613.2
	RN7SKP43
	DIRC3-AS1
Mroh9	MROH9
	AC009492.1
	DIRC3
	BX284613.1
Fmo3	FMO3
	AC010886.1
	RPL7L1P9
	MIR1295A
	MIR1295B
	FMO6P
Fmo2	FMO2
Tns1	TNS1
	AL021026.1
Fmo1	FMO1
	Y_RNA
	HMGB1P11
Fmo4	FMO4
	TOP1P1
	SRP14P4
	GM2AP2
	CYCSP53
Prrc2c	PRRC2C
	MYOCOS
Myoc	MYOC
	PFN1P1
	RPL4P3
Vamp4	VAMP4
	Z98751.1
	Z98751.3
	Z98751.2
	AL135931.1
Eef1aknmt	EEF1AKNMT
	AL031864.1
	AL031864.2
Dnm3	DNM3
	MIR6809
	TNS1-AS1
	DNM3-IT1
	DNM3OS
Rufy4	RUFY4
Mir214	MIR214
	MIR3120
Mir199a-2	MIR199A2
	AL137157.1
Gm23656	RNU6-157P
Pigc	PIGC
4930558K02Rik	C1orf105
	CXCR2P1
	CXCR2
Suco	SUCO
Cxcr2	CXCR1
	HMGB1P9
Arpc2	ARPC2
	AC021016.1
Gpbar1	GPBAR1
Aamp	AAMP
Gm22935	RNU6-693P
Fasl	FASLG
	SLC25A38P1
	Z98043.1
	AL031599.1
	AIMP1P2
	Z97198.1
Tnfsf18	TNFSF18
	GOT2P2
	AL022310.1
Tnfsf4	TNFSF4
	AL645568.2
	AL645568.1
	PRDX6-AS1
Prdx6	PRDX6
Prdx6b	PRDX6
	SLC9C2
Pnkd	PNKD
	AL139142.1
Ankrd45	AL139142.2
Ankrd45	ANKRD45
Tex50	TEX50
Klhl20	KLHL20
	BX248409.1
	RN7SKP160
Cenpl	CENPL
Tmbim1	TMBIM1
	Y_RNA
Dars2	DARS2
	GAS5
	MIR6513
	CATIP-AS2
	MIR6810
	RPL19P5
Catip	CATIP
	CATIP-AS1
Slc11a1	SLC11A1
	GAS5-AS1
Zbtb37	ZBTB37
Serpinc1	SERPINC1
	RNA5SP67
Rc3h1	RC3H1
Ctdsp1	CTDSP1
	RNA5SP68
	RC3H1-IT1
	LINC02776
	RPL30P1
	RABGAP1L-DT
Rabgap1l	RABGAP1L
	AC021016.2
Mir26b	MIR26B
Vil1	VIL1
Usp37	USP37
	AL022400.1
Gpr52	GPR52
	BANF1P4
	NDUFAF4P4
	Z99127.2
	RABGAP1L-IT1
	Z99127.1
	RABGAP1L-AS1
Gm23431	RNU6-307P
	Z99127.3
Cacybp	CACYBP
Mrps14	MRPS14
	Y_RNA
	ENTR1P2
Tnn	TNN
	KIAA0040
	RN7SKP38
Cnot9	CNOT9
	AL008626.1
	RPS29P4
	Z94057.1
Tnr	TNR
	TNR-IT1
	LINC01657
	LINC02803
	RPS29P5
	RNU6-136P
Cop1	COP1
Plcd4	PLCD4
Scarna3b	SCARNA3
Gm25119	SCARNA3
Gm24718	SCARNA3
Gm22387	SCARNA3
Scarna3a	SCARNA3
Gm22416	SCARNA3
	AL590723.1
	AL591043.2
Rnu7	U7
	AL359265.2
	RNU2-12P
	AL359265.1
	AL591043.1
	MORF4L1P7
Zfp142	ZNF142
Pappa2	PAPPA2
	PTP4A1P7
	AL031290.1
Bcs1l	BCS1L
Astn1	ASTN1
Mir488	MIR488
Brinp2	BRINP2
	LINC01645
Rnf25	RNF25
	AL136114.1
	LINC01741
Sec16b	SEC16B
Stk36	STK36
	CRYZL2P-SEC16B
	CRYZL2P
	AL359075.1
	RASAL2-AS1
Rasal2	RASAL2
	AL160281.1
	AL365357.1
	CLEC20A
	Metazoa_SRP
	AL513013.1
Ttll4	TTLL4
Tex35	TEX35
	C1orf220
	RNA5SP69
	AL137796.1
	MIR4424
	AL449106.1
Ralgps2	RALGPS2
Cyp27a1	CYP27A1
	AC009974.2
	AC009974.1
	PTPN2P1
Prkag3	PRKAG3
Gm23772	SNORA63
Gm25428	SNORA63
Gm23679	SNORA63
Angptl1	ANGPTL1
Fam20b	FAM20B
	AL139132.1
Tor3a	TOR3A
	MIR9500
	RPL23AP31
Wnt6	WNT6
Abl2	ABL2
Wnt10a	WNT10A
	LINC01494
	RNU6-642P
	AC097468.2
	KRT8P30
Cdk5r2	CDK5R2
	LINC00608
Fev	FEV
Cryba2	CRYBA2
Mir375	MIR375
	AC097468.1
Cfap65	CFAP65
Ihh	IHH
	MIR3131
	AC097468.3
Nhej1	NHEJ1
	AL512326.5
	SETP10
Gm22478	AL512326.2
Gm22478	AL512326.1
	EIF4A1P11
	AL512326.3
	COX5BP8
	AL512326.4
Soat1	SOAT1
	AC068946.1
	RN7SL764P
Slc23a3	SLC23A3
Axdnd1	AXDND1
Cnppd1	CNPPD1
	MEF2AP1
	HNRNPA1P54
	AL160286.3
Nphs2	NPHS2
	RNU5F-2P
	AL160286.1
	AL160286.2
Retreg2	RETREG2
Tdrd5	TDRD5
	AL359853.2
Zfand2b	ZFAND2B
Fam163a	FAM163A
	AL359853.1
	LINC02818
Tor1aip2	TOR1AIP2
	AL353708.3
Tor1aip1	TOR1AIP1
	RN7SL230P
	AL353708.2
	AL353708.1
Cep350	CEP350
	AC068946.3
Abcb6	ABCB6
	RPSAP16
	AL590632.1
	AL390718.1
Qsox1	QSOX1
	AC068946.2
Atg9a	ATG9A
Lhx4	LHX4
Acbd6	ACBD6
	VDAC1P4
	MIR3121
	OVAAL
	Y_RNA
Xpr1	XPR1
	U6
	LINC02816
BC034090	KIAA1614
	AL162431.1
	KIAA1614-AS1
	AL162431.2
	AL162431.3
Stx6	STX6
Mr1	MR1
Ier5	IER5
	LINC01732
	AL358393.1
	LINC01699
Ankzf1	ANKZF1
Cacna1e	CACNA1E
Glb1l	GLB1L
Stk16	STK16
	Metazoa_SRP
	RNA5SP70
	AL161734.2
	AL161734.1
	RN7SKP229
	AL391477.1
Zfp648	ZNF648
	AL355482.1
	AL355482.2
	LINC01344
Tuba4a	TUBA4A
	AL390856.1
	YPEL5P1
	RNU6-152P
	AL513480.1
	EIF1P3
Glul	GLUL
	TUBA4B
Dnajb2	DNAJB2
Teddm1a	TEDDM1
Teddm1b	TEDDM1
	LINC00272
Rgsl1	RGSL1
Ptprn	PTPRN
	AL139344.1
	TEDDM2P
Rnasel	RNASEL
	Metazoa_SRP
Rgs16	RGS16
	LINC01686
Rgs8	RGS8
	LINC01688
	AL353778.1
Npl	NPL
	MIR153-1
	AC114803.1
Resp18	RESP18
	AC053503.2
Dnpep	DNPEP
	AL355999.1
Dhx9	DHX9
Shcbp1l	SHCBP1L
	HMGN1P4
	5S_rRNA
	AL450304.1
	KRT18P28
	RNU6-41P
Lamc1	LAMC1
	LAMC1-AS1
Lamc2	LAMC2
	AC053503.1
Des	DES
	AC053503.3
	AC053503.5
Nmnat2	NMNAT2
Speg	SPEG
	AL354953.1
	RPS3AP8
	AL449223.1
	SMG7-AS1
Smg7	SMG7
	ASIC4-AS1
	AC053503.6
	SPEGNB
	AC053503.4
Gmppa	GMPPA
Asic4	ASIC4
Ncf2	NCF2
Chpf	CHPF
Tmem198	TMEM198
	AC009955.3
	AL137800.1
	MIR3132
Arpc5	ARPC5
Obsl1	OBSL1
Rgl1	RGL1
Apobec4	APOBEC4
	AL157899.1
	AL590422.1
Colgalt2	COLGALT2
	AC009955.4
Inha	INHA
	RN7SKP213
Tsen15	TSEN15
Stk11ip	STK11IP
	AL158011.1
	Y_RNA
	Y_RNA
	AL445228.1
	RN7SL654P
	AL445228.2
	AC009955.1
1700025G04Rik	C1orf21
Slc4a3	SLC4A3
	AL078645.1
	AL078645.2
	AL713852.1
	AL713852.2
Edem3	EDEM3
Fam129a	NIBAN1
	AC009955.2
	DNAJB6P3
	LINC02832
	RNU7-13P
	LINC01633
	RPL23P4
	RNA5SP72
	LINC01803
	AC008281.1
Rnf2	RNF2
	MIR4268
	AC009310.1
	AC019211.1
	AC093083.1
	AC067956.1
	AC093843.1
	AC093843.2
	AC011233.1
	FTH1P25
	AC011233.2
Trmt1l	TRMT1L
Epha4	EPHA4
Swt1	SWT1
	RPL22P24
	RPL5P5
	Y_RNA
	Y_RNA
	AL356273.1
	Y_RNA
	AL356273.2
	AL356273.3
Ivns1abp	IVNS1ABP
	TMEM256P2
	AC079834.1
	RPL23P5
	AC068489.1
	LLPHP3
	HSPA9P1
	RPL23AP28
	AL078644.1
	GS1-279B7.1
Pax3	PAX3
	RNU7-183P
	MCRIP2P2
	AL133383.2
	LINC01350
	Y_RNA
	Y_RNA
	AL133383.1
Hmcn1	HMCN1
	CCDC140
	AC010980.1
	CT75
	Y_RNA
Sgpp2	SGPP2
	NANOGP2
	RNU6-619P
	GAPDHP49
Farsb	FARSB
	AL133553.1
	AL133553.2
Prg4	PRG4
Mogat1	MOGAT1
	RRAS2P2
	AC104772.1
	RPL31P17
Acsl3	ACSL3
Tpr	TPR
	ATG12P2
	ACSL3-AS1
	AC013476.1
Kcne4	KCNE4
	RN7SL807P
	HIGD1AP4
	AC013448.1
	AC013448.2
Scg2	SCG2
	MLXP1
Ap1s3	AP1S3
	RNU6-1240P
	AC093884.1
Odr4	ODR4
Wdfy1	WDFY1
Mrpl44	MRPL44
	AC073641.1
	PDC-AS1
Serpine2	SERPINE2
Pdc	PDC
	AL096803.3
	AL096803.1
	AL096803.2
	AL049198.1
Ptgs2	PTGS2
	USP21P1
	AC008072.1
Fam124b	FAM124B
	AC073052.1
	PACERR
Pla2g4a	PLA2G4A
Cul3	CUL3
	LINC01036
	AL391813.1
	FDPSP1
	AL357559.1
	SLC4A1APP2
	AL645474.1
	AL136372.2
	AL136372.1
	RN7SKP156
	AL596211.1
	AL592447.1
	AL929288.1
	AL929288.2
	RPS3AP9
	AL691515.1
	AL691515.2
	ANKRD49P1
	LINC01035
Gm45261	CCDC195
	CLPTM1LP1
	GAPDHP75
	RNA5SP73
	LINC01701
	AL591504.1
	AL591504.2
	AL359976.1
Brinp3	BRINP3
Dock10	DOCK10
	AL354771.1
	LINC01351
	AL391645.1
	LINC01720
	AL139135.1
	AL139135.2
	AL138927.1
	HNRNPA1P46
	AL713866.1
	AL713866.2
	LINC01680
	LINC02770
	AL359081.1
Rgs18	RGS18
	AL390957.1
	AL513175.1
	AL513175.2
Rgs21	RGS21
	AL136987.1
Rgs1	RGS1
Rgs13	RGS13
	MIR4439
Nyap2	NYAP2
	RPS27AP5
	AC016717.1
	MIR4426
	AC016717.2
	AL035407.2
	AL035407.1
	AC016717.3
	AC068138.1
Rgs2	RGS2
	AC062015.1
	MIR5702
Irs1	IRS1
	AC010735.2
	AC010735.1
	RN7SKP126
	ZNF101P2
Rhbdd1	RHBDD1
Uchl5	UCHL5
	AC073149.1
Col4a4	COL4A4
Col4a3	COL4A3
	MFF-DT
Mff	MFF
Gm25663	SCARNA18B
Ro60	RO60
	GLRX2
Cdc73	CDC73
Tm4sf20	TM4SF20
	SCYGR1
	MIR5703
Agfg1	AGFG1
	MIR1278
B3galt2	B3GALT2
	Metazoa_SRP
	LINC01031
	AL138778.1
	AL136456.1
	AL357793.1
	AL357793.2
	RPL23AP22
	EEF1A1P14
	AL513348.1
Gm23853	RNU6-983P
	AL353072.1
	AL353072.2
	AL353709.1
	LINC01724
Kcnt2	KCNT2
	SCYGR9
	SCYGR2
	SCYGR10
	C2orf83
	SCYGR3
	AC064853.1
	SCYGR4
	SCYGR5
Slc19a3	SLC19A3
	SCYGR6
	SCYGR7
	SCYGR8
	RNA5SP121
	SNRPGP8
	AC073065.1
Ccl20	CCL20
	TDGF1P2
	DAW1
Gm22435	AC073065.2
Sphkap	SPHKAP
	RNU6-624P
	SNF8P1
	MIR4735
	AC009410.1
	LINC01807
	CFH
	AC012070.1
	RPL7L1P10
Pid1	PID1
	RPL17P14
	RN7SKP283
Dner	DNER
	AC008273.1
	RNU7-9P
	AC007559.1
	CFHR3
Trip12	TRIP12
Cfhr1	CFHR1
	BX248415.1
	CFHR4
Cfhr1	CFHR2
	AL139418.1
	CFHR5
F13b	F13B
Aspm	ASPM
	SEPTIN14P12
Zbtb41	ZBTB41
	AL513325.1
Crb1	CRB1
	MRPS21P3
	AL136322.1
Dennd1b	DENND1B
	RNU6-613P
Fbxo36	FBXO36
	RNU6-964P
	FBXO36-IT1
Gm23932	RNU6-1027P
Slc16a14	SLC16A14
	RNY4P19
	AC009950.1
	AC009950.2
AC125149.5	SP110
AC133103.5	SP110
AC132444.3	SP110
AC125149.4	SP110
Sp110	SP110
AC168977.1	SP110
AC133103.4	SP110
	Y_RNA
	EEF1A1P32
	AL365258.2
	FAM204BP
	AL365258.1
2310009B15Rik	C1orf53
Lhx9	LHX9
Nek7	NEK7
	PRR13P1
	AL450352.1
Sp100	SP140
Atp6v1g3	ATP6V1G3
	AL157402.1
Ptprc	PTPRC
	SP140L
	AL157402.2
	PEBP1P3
	MIR181A1HG
Mir181b-1	MIR181B1
Mir181a-1	MIR181A1
	AC096631.2
	AC096631.1
	LINC01222
	LINC01221
	AC105941.1
	LINC02789
	RPL23AP16
	AC099335.1
	AL596266.1
	AC009949.1
	AL445687.1
Gm25815	RNU6-778P
	AL445687.2
	RNU6-716P
Gm22301	RNU6-609P
Nr5a2	NR5A2
AC168977.2	SP100
AC133103.3	SP100
	RNU6-570P
	AC096633.1
	CCNQP1
	LINC00862
	AC097065.2
	AC097065.1
	AC104461.1
Zfp281	ZNF281
	AL359834.1
Kif14	KIF14
Ddx59	DDX59
	DDX59-AS1
Camsap2	CAMSAP2
	RPL34P6
Gpr25	GPR25
Inava	INAVA
	RN7SL834P
	HMGB1P3
	AC010149.1
	TPM3P8
	AC010149.2
	RNU6-451P
	LINC01907
	MROH3P
Cab39	CAB39
	RNU6-704P
Kif21b	KIF21B
	BANF1P3
Gm25142	RNU6-268P
	AC012507.2
Itm2c	ITM2C
	GCSIR
Gpr55	GPR55
	AC012507.1
	AC012507.3
	COX20P2
	SPATA3-AS1
Spata3	SPATA3
2810459M11Rik	C2orf72
	AC009407.1
Psmd1	PSMD1
	AL358473.1
	AL358473.2
Cacna1s	CACNA1S
Ascl5	ASCL5
Tmem9	TMEM9
Igfn1	IGFN1
	AC103925.1
Pkp1	PKP1
Tnnt2	TNNT2
Htr2b	HTR2B
	RNU1-93P
Armc9	ARMC9
	RPS28P4
	MIR4777
	AC017104.1
B3gnt7	B3GNT7
	ZBTB8OSP2
	HIGD2AP1
	AC017104.2
Ncl	NCL
Snora75	SNORA75
Gm22338	SNORA75
Gm22972	SNORA75
Gm25038	SNORA75
Gm24148	SNORD20
Snord82	SNORD82
	AC017104.3
	AC017104.4
	RNU2-22P
	LINC00471
	AC017104.5
Nmur1	NMUR1
	RPL21P35
	AC119427.2
	RPL23AP26
	AC104634.1
Tex44	TEX44
	RN7SL499P
Lad1	LAD1
	PTMA
	AC119427.1
Tnni1	TNNI1
	U4
	AC096677.3
	MIR1244-1
Phlda3	PHLDA3
Pde6d	PDE6D
	AC096677.2
Csrp1	CSRP1
	AC073476.3
Cops7b	COPS7B
	AC096677.1
	RPS10P7
Nav1	NAV1
	RPL28P2
	AC073476.2
	AC073476.1
	MIR1471
Nppc	NPPC
Dis3l2	DIS3L2
	AC092800.1
	IPO9-AS1
	MIR5191
	AL645504.1
	RNU6-501P
	MIR1231
Ipo9	IPO9
	MIR6739
Shisa4	SHISA4
	AL513217.1
Lmod1	LMOD1
	AC019130.1
	MIR562
	NRBF2P6
	ECEL1P3
	AC068134.3
Alppl2	ALPP
Akp3	ALPP
Alpi	ALPP
Timm17a	TIMM17A
	SNORA70H
	RPL10P4
Rnpep	RNPEP
	AC068134.1
	ECEL1P2
Alppl2	ALPG
Akp3	ALPG
Alpi	ALPG
	ECEL1P1
	AC068134.2
	DIS3L2P1
Alppl2	ALPI
Akp3	ALPI
Alpi	ALPI
Ecel1	ECEL1
	ELF3-AS1
	MIR6740
Elf3	ELF3
Prss56	PRSS56
Chrnd	CHRND
	AL691482.3
	AL691482.1
	AL691482.2
	Y_RNA
	CRIP1P3
Gpr37l1	GPR37L1
Arl8a	ARL8A
Chrng	CHRNG
	TIGD1
Ptpn7	PTPN7
	MIR5001
Eif4e2	EIF4E2
	PTPRVP
Lgr6	LGR6
	AC073254.1
Efhd1	EFHD1
Ube2t	UBE2T
Ppp1r12b	PPP1R12B
	RN7SL359P
Gigyf2	GIGYF2
	CYCSP4
	RNU6-89P
	AC099336.1
	AC099336.2
	SNORA70
Syt2	SYT2
	AC104463.2
	AC104463.1
Kdm5b	KDM5B
	AC098934.1
	SLC25A39P1
	AC098934.2
	PCAT6
	MGAT4EP
	TUBA5P
	ACTG1P25
Rabif	RABIF
Klhl12	KLHL12
	HNRNPA1P59
	Y_RNA
Adipor1	ADIPOR1
Cyb5r1	CYB5R1
	MGAT4FP
	AC096632.1
Tmem183a	TMEM183A
Ppfia4	PPFIA4
	EEF1B2P7
	AC064852.1
Kcnj13	KCNJ13
Gm23754	RNU6-107P
	Y_RNA
Snorc	SNORC
Ngef	NGEF
Myog	MYOG
Adora1	ADORA1
	AC106876.1
Neu2	NEU2
	AC105940.2
	AC105940.1
Inpp5d	INPP5D
Mybph	MYBPH
Chil1	CHI3L1
Chit1	CHIT1
	NPM1P40
	LINC01353
	LINC01136
Btg2	BTG2
Gm25101	RNU6-487P
Fmod	FMOD
	AL359837.1
	LARP7P1
	RN7SL32P
Prelp	PRELP
Optc	OPTC
Atg16l1	ATG16L1
Atp2b4	ATP2B4
	NSA2P1
	SNORA77
Lax1	LAX1
Zc3h11a	ZC3H11A
Zc3h11a	ZC3H11A
	SCARNA5
Scarna6	SCARNA6
Sag	SAG
Gm38394	ZBED6
	AC114402.2
	AC114402.1
	RPL35AP5
Snrpe	SNRPE
	KRT8P29
	HSPE1P6
	CBX1P3
	AC096645.1
	AC013726.1
	LINC00303
	AL592146.2
Dgkd	DGKD
Sox13	SOX13
	AL592146.1
Etnk2	ETNK2
	ERLNC1
Ren1	REN
	AL592114.2
Kiss1	KISS1
Gm28040	KISS1
Gm28040	GOLT1A
Golt1a	GOLT1A
	Y_RNA
Plekha6	PLEKHA6
Usp40	USP40
	AL592114.3
	AL592114.1
	LINC00628
	AL606489.1
	AL606489.2
Ppp1r15b	PPP1R15B
Pik3c2b	PIK3C2B
	PPFIA1P1
	UGT1A12P
	UGT1A11P
Ugt1a8	UGT1A8
Ugt1a10	UGT1A8
Ugt1a9	UGT1A8
Ugt1a8	UGT1A10
Ugt1a10	UGT1A10
Ugt1a9	UGT1A10
	UGT1A13P
Ugt1a8	UGT1A9
Ugt1a10	UGT1A9
Ugt1a9	UGT1A9
Mdm4	MDM4
Ugt1a8	UGT1A7
Ugt1a10	UGT1A7
Ugt1a9	UGT1A7
Ugt1a7c	UGT1A6
Ugt1a6a	UGT1A6
Ugt1a6b	UGT1A6
	AC114812.2
Ugt1a2	UGT1A5
Ugt1a5	UGT1A5
Ugt1a2	UGT1A4
Ugt1a5	UGT1A4
	AL512306.1
	RNA5SP74
	AL512306.3
Lrrn2	LRRN2
	RPL17P11
Ugt1a2	UGT1A3
Ugt1a5	UGT1A3
	AL512306.2
	AC114812.3
	DNAJB3
	AL161793.1
	RNA5SP75
	AL161793.2
	AC096675.1
	UGT1A2P
	AC114812.4
	AC114812.1
Ugt1a1	UGT1A1
Mroh2a	MROH2A
Nfasc	NFASC
Hjurp	HJURP
	MSL3P1
	AC005538.2
Trpm8	TRPM8
	AC005538.1
	AC005538.3
Spp2	SPP2
	AL391822.1
	AC006037.2
	AC006037.1
	AC122134.1
	RPS20P12
	AC097713.2
	AC097713.1
	LINC01891
	HSPE1P9
Arl4c	ARL4C
Cntn2	CNTN2
	LINC01173
	AC104394.1
	AC010148.1
Sh3bp4	SH3BP4
	AC114814.1
	CEP19P1
	AC114814.2
Agap1	AGAP1
	AGAP1-IT1
	AC064874.1
	TMSB10P1
	RNU7-127P
	RN7SL204P
	Y_RNA
Gbx2	GBX2
	AC019068.1
Asb18	ASB18
Gm25308	RNU1-31P
Iqca	IQCA1
Tmem81	TMEM81
Rbbp5	RBBP5
	AL583832.1
	AC093422.2
Dstyk	DSTYK
	AC093915.1
	IQCA1-AS1
	RPL3P5
Ackr3	ACKR3
	AC084030.1
	AC012063.1
	RNU6-1051P
	AC105760.1
Cops8	COPS8
	AC093422.1
Tmcc2	TMCC2
	TMCC2-AS1
Nuak2	NUAK2
Klhdc8a	KLHDC8A
	AC107079.1
	AC112715.1
	SNRPGP10
Col6a3	COL6A3
	LEMD1-AS1
Lemd1	LEMD1
	BLACAT1
	MIR135B
	LEMD1-DT
Cdk18	CDK18
	RNU2-19P
Mfsd4a	MFSD4A
	RNU6-418P
Elk4	ELK4
	AC096533.1
Slc45a3	SLC45A3
	Metazoa_SRP
Nucks1	NUCKS1
	AC112721.1
	AC112721.2
	SNORA72
Rab29	RAB29
Mlph	MLPH
	AC119673.1
Slc41a1	SLC41A1
	AC119673.2
Pm20d1	PM20D1
Slc26a9	SLC26A9
	AL713965.1
Rab7b	RAB7B
	MIR6811
Gm23349	RNU6-1140P
Prlh	PRLH
Ctse	CTSE
Rab17	RAB17
	BX571818.1
	AC104667.2
	AC104667.1
	RHEX
Lrrfip1	LRRFIP1
	AC244035.3
Avpr1b	AVPR1B
	AC244035.1
	AC244035.4
	RPL22P4
	AC244035.2
Fam72a	FAM72A
Srgap2	SRGAP2
	AC012076.1
Rbm44	RBM44
Ramp1	RAMP1
	SNORD39
Ube2f	UBE2F
	AC244023.1
Ikbke	IKBKE
	MIR6769B
	C1orf147
	AC244034.2
Rassf5	RASSF5
	AC244034.1
	AC244034.3
Eif2d	EIF2D
	DYRK3-AS1
Dyrk3	DYRK3
Mapkapk2	MAPKAPK2
Ube2f	UBE2F-SCLY
	RNU6-1333P
	AL591846.1
	Y_RNA
Scly	SCLY
Il10	IL10
Il19	IL19
Il20	IL20
Espnl	ESPNL
Il24	IL24
Klhl30	KLHL30
	KLHL30-AS1
Erfe	ERFE
Fcmr	FCMR
Ilkap	ILKAP
	AC098935.2
	AC098935.1
Pigr	PIGR
Fcamr	FCAMR
	LINC02610
	AC012485.1
AA986860	C1orf116
Hes6	HES6
Pfkfb2	PFKFB2
Gm29427	PFKFB2
Per2	PER2
	AC012485.3
	AC012485.2
Traf3ip1	TRAF3IP1
Yod1	YOD1
	C4BPB
	RNU6-234P
Asb1	ASB1
	AC016999.1
	AC016999.2
	LINC01107
	LINC01937
	AC113618.2
	AC113618.1
	AC145625.2
	AC145625.1
C4bp	C4BPA
Twist2	TWIST2
	LINC01940
Hdac4	HDAC4
	AL445493.3
	AL445493.1
	C4BPAP1
	AL445493.2
	C4BPAP2
	AL596218.1
Cd55	CD55
Cd55b	CD55
	MIR4440
	MIR4441
	AC017028.1
	AC017028.2
	MIR4269
	MIR2467
	HDAC4-AS1
	AC023787.2
	AC023787.3
	AC023787.1
	AC079612.1
	AC079612.2
	AC093802.2
	AC093802.1
	AL391597.1
Cr2	CR2
Ndufa10	NDUFA10
Cr1l	CR1
	AL137789.1
	CR1L
	CD46P1
	CDCA4P3
	RNA5SP534
	AL137789.2
Cd46	CD46
	MIR4786
Olfr1416	OR6B2
Olfr1414	OR6B2
Olfr1415	OR6B2
Olfr1416	OR6B3
Olfr1414	OR6B3
Olfr1415	OR6B3
	OR9S24P
	OR5S1P
Cops9	COPS9
Otos	OTOS
	AC124861.3
	AC124861.2
	AC124861.1
	U3
Gpc1	GPC1
	CDCA4P4
	MIR29B2CHG
Mir29c	MIR29C
Mir29b-2	MIR29B2
Cd34	CD34
	AC110619.1
	MIR149
	AL356275.1
	LINC02767
Ankmy1	ANKMY1
Plxna2	PLXNA2
	AL590138.1
	AL606753.1
	AL606753.2
	LINC01735
	LINC02769
	RPS26P13
	LINC01717
	LINC01774
	AC104465.1
	AC092810.3
	AC092810.2
	AC092810.1
	TFDP1P1
	ATP5MC2P1
	LINC01696
	LINC01698
	MIR205HG
Mir205	MIR205
	AL023754.1
	AL023754.2
Camk1g	CAMK1G
Lamb3	LAMB3
	MIR4260
	HSD11B1-AS1
G0s2	G0S2
Hsd11b1	HSD11B1
	ADORA2BP1
Traf3ip3	TRAF3IP3
	AC124862.1
Dusp28	DUSP28
Rnpepl1	RNPEPL1
	CAPN10-DT
Capn10	CAPN10
A130010J15Rik	C1orf74
Irf6	IRF6
Utp25	UTP25
Syt14	SYT14
Gpr35	GPR35
	AC011298.3
Aqp12	AQP12B
	AC011298.1
Aqp12	AQP12A
	AC011298.2
	AL022397.1
	SERTAD4-AS1
Sertad4	SERTAD4
	ST13P19
	AL035414.1
Hhat	HHAT
Kif1a	KIF1A
	AL034351.4
	RNU5A-8P
	AL034351.3
	BPNT2P
Kcnh1	KCNH1
